web-scraper-order,web-scraper-start-url,price_text,metres_carres,ville_adresse,type_pieces
"1699267836-8536","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-11?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'345.-/mois (+ 80.- Charges)","54 m2","Lausanne, Rue Marterey 9","Appartement 2 pièces"
"1699267836-8537","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-11?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'693.-/mois (+ 150.- Charges)","93 m2","Yverdon-les-Bains, Rue des Moulins 30","Appartement 3 pièces"
"1699267836-8538","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-11?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'400.-/mois (+ 125.- Charges)","43 m2","Romanel-sur-Lausanne, Rue du Village 35C","Appartement 2.5 pièces"
"1699267836-8539","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-11?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'285.-/mois (+ 310.- Charges)","74 m2","Affoltern am Albis, Wiesenstrasse 2","Appartement 3.5 pièces"
"1699267836-8540","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-11?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'300.-/mois (+ 200.- Charges)","65 m2","Sion, Avenue de Pratifori 24A","Appartement 2.5 pièces"
"1699267857-8541","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-10?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 990.-/mois","80 m2","6939 Arosio, Contactez l'agence pour l'adresse","Appartement 3 pièces"
"1699267857-8542","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-10?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 6'950.-/mois","190 m2","1208 Genève, Contactez l'agence pour l'adresse","Maison 7 pièces"
"1699267857-8543","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-10?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 2'550.-/mois","","1005 Lausanne, Contactez l'agence pour l'adresse","Appartement 3.5 pièces"
"1699267857-8544","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-10?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 2'360.-/mois (+ 300.- Charges)","100 m2","1052 Le Mont-sur-Lausanne, Contactez l'agence pour l'adresse","Appartement 4 pièces"
"1699267857-8545","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-10?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 2'200.-/mois (+ 200.- Charges)","","Genève, Robert-de-Traz 5","Studio"
"1699267857-8546","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-10?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 3'800.-/mois (+ 200.- Charges)","93 m2","Genève, Route de Malagnou 34","Appartement 3 pièces"
"1699267857-8547","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-10?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 2'650.-/mois","50 m2","Cologny, 38, route de la Capite","Appartement 3 pièces"
"1699267857-8548","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-10?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 2'314.-/mois (+ 195.- Charges)","77 m2","Schlieren, Zürcherstrasse 64","Appartement 3.5 pièces"
"1699267857-8549","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-10?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 4'000.-/mois","120 m2","1203 Genève, Contactez l'agence pour l'adresse","Appartement 4 pièces"
"1699267857-8550","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-10?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 4'500.-/mois","","1246 Corsier GE, Contactez l'agence pour l'adresse","Appartement 7.5 pièces"
"1699267857-8551","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-10?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 3'432.-/mois","","Genève, Chemin Gilbert-Trolliet 12","Appartement 5 pièces"
"1699267857-8552","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-10?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'570.-/mois (+ 160.- Charges)","65 m2","Neuchâtel, Rue des Courtils 7","Appartement 3.5 pièces"
"1699267857-8553","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-10?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 6'500.-/mois","150 m2","1255 Veyrier, Contactez l'agence pour l'adresse","Maison contiguë 8 pièces"
"1699267857-8554","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-10?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'135.-/mois (+ 115.- Charges)","30 m2","Genève, Rue de Butini 13","Appartement 2 pièces"
"1699267857-8555","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-10?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'740.-/mois (+ 320.- Charges)","51 m2","Genève, Rue Faller 7","Appartement 3 pièces"
"1699267857-8556","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-10?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'490.-/mois (+ 120.- Charges)","86 m2","5318 Mandach, Contactez l'agence pour l'adresse","Appartement 3.5 pièces"
"1699267857-8557","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-10?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 3'400.-/mois (+ 300.- Charges)","160 m2","8404 Winterthur, Contactez l'agence pour l'adresse","Maison 4.5 pièces"
"1699267857-8558","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-10?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 4'530.-/mois (+ 355.- Charges)","138 m2","8212 Neuhausen am Rheinfall, Contactez l'agence pour l'adresse","Appartement 5.5 pièces"
"1699267857-8559","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-10?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 2'460.-/mois (+ 250.- Charges)","80 m2","7075 Churwalden, Contactez l'agence pour l'adresse","Appartement meublé 3.5 pièces"
"1699267857-8560","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-10?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'350.-/mois (+ 300.- Charges)","80 m2","Alchenflüh, Bütikofenstrasse 2","Appartement 4.5 pièces"
"1699267857-8561","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-10?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'420.-/mois (+ 250.- Charges)","75 m2","5405 Dättwil AG, Contactez l'agence pour l'adresse","Appartement 3 pièces"
"1699267857-8562","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-10?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 590.-/mois (+ 80.- Charges)","25 m2","Aigle, Chemin des Lieugex 15","Appartement 1 pièce"
"1699267857-8563","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-10?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'631.-/mois (+ 309.- Charges)","85 m2","Bassersdorf, Im Lindenacher 2","Appartement 4.5 pièces"
"1699267878-8564","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-9?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 795.-/mois (+ 95.- Charges)","28 m2","Vevey, Avenue Gustave-Coindet 7","Appartement 1 pièce"
"1699267878-8565","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-9?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'900.-/mois","110 m2","Pont-de-la-Morge (Sion), Rue des Pommiers 24a","Appartement 3.5 pièces"
"1699267878-8566","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-9?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'680.-/mois (+ 240.- Charges)","62 m2","Lausanne, Chemin de Bérée 12 B","Appartement 2.5 pièces"
"1699267878-8567","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-9?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'490.-/mois","45 m2","Fribourg, Escalier du Court-Chemin 10","Appartement 2.5 pièces"
"1699267878-8568","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-9?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 2'500.-/mois","118 m2","2300 La Chaux-de-Fonds, Contactez l'agence pour l'adresse","Loft 4.5 pièces"
"1699267878-8569","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-9?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'002.-/mois (+ 165.- Charges)","70 m2","Lausanne, RUE DE LA BORDE 48","Appartement 3 pièces"
"1699267878-8570","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-9?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'980.-/mois (+ 271.- Charges)","81 m2","Lausanne, Avenue de Sévelin 13E","Appartement 3.5 pièces"
"1699267878-8571","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-9?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'550.-/mois","90 m2","1116 Cottens VD, Contactez l'agence pour l'adresse","Appartement 3.5 pièces"
"1699267878-8572","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-9?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'750.-/mois (+ 250.- Charges)","122 m2","4143 Dornach, Contactez l'agence pour l'adresse","Dernier étage 4.5 pièces"
"1699267878-8573","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-9?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","Loyer sur demande","180 m2","8193 Eglisau, Contactez l'agence pour l'adresse","Maison 5.5 pièces"
"1699267878-8574","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-9?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'600.-/mois (+ 220.- Charges)","100 m2","9552 Bronschhofen, Contactez l'agence pour l'adresse","Appartement 4.5 pièces"
"1699267878-8575","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-9?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 950.-/mois (+ 240.- Charges)","70 m2","2543 Lengnau BE, Contactez l'agence pour l'adresse","Appartement 3.5 pièces"
"1699267878-8576","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-9?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'630.-/mois (+ 244.- Charges)","107 m2","St. Gallen, Vogelherdstr. 11","Appartement 4.5 pièces"
"1699267878-8577","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-9?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 3'900.-/mois (+ 250.- Charges)","140 m2","1290 Versoix, Contactez l'agence pour l'adresse","Appartement 5 pièces"
"1699267878-8578","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-9?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'250.-/mois (+ 250.- Charges)","110 m2","Courgenay, Genevrier 5","Appartement 3.5 pièces"
"1699267878-8579","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-9?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 2'050.-/mois","","1630 Bulle, Contactez l'agence pour l'adresse","Appartement 3.5 pièces"
"1699267878-8580","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-9?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'650.-/mois","112 m2","1510 Moudon, Contactez l'agence pour l'adresse","Appartement 3.5 pièces"
"1699267878-8581","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-9?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 4'200.-/mois","265 m2","1897 Les Evouettes, Contactez l'agence pour l'adresse","Maison 7.5 pièces"
"1699267878-8582","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-9?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'590.-/mois (+ 210.- Charges)","90 m2","8595 Altnau, Contactez l'agence pour l'adresse","Appartement 4.5 pièces"
"1699267878-8583","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-9?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'750.-/mois (+ 250.- Charges)","70 m2","4102 Binningen, Contactez l'agence pour l'adresse","Appartement 3 pièces"
"1699267878-8584","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-9?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'900.-/mois","64 m2","1264 St-Cergue, Contactez l'agence pour l'adresse","Appartement 3.5 pièces"
"1699267878-8585","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-9?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 5'050.-/mois","160 m2","1092 Belmont-sur-Lausanne, Contactez l'agence pour l'adresse","Duplex 4.5 pièces"
"1699267878-8586","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-9?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'200.-/mois","","2053 Cernier, Contactez l'agence pour l'adresse","Attique 4 pièces"
"1699267899-8587","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-8?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'250.-/mois","","Corcelles BE, Sous-Coaras 11","Appartement 4.5 pièces"
"1699267899-8588","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-8?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'630.-/mois (+ 150.- Charges)","65 m2","Nyon, Quartier de la Levratte 12","Appartement 2.5 pièces"
"1699267899-8589","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-8?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 279.-/mois (+ 1'990.- Charges)","83 m2","Morges, Sablon 12","Appartement 3 pièces"
"1699267899-8590","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-8?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 5'621.-/mois","158 m2","1228 Plan-les-Ouates, Contactez l'agence pour l'adresse","Appartement 7 pièces"
"1699267899-8591","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-8?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'200.-/mois (+ 180.- Charges)","52 m2","Basel, Davidsbodenstrasse 68","Appartement 2.5 pièces"
"1699267899-8592","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-8?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'051.-/mois (+ 239.- Charges)","76 m2","La Chaux-de-Fonds, Rue Blaise-Cendrars 14","Appartement 4 pièces"
"1699267899-8593","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-8?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'490.-/mois (+ 180.- Charges)","61 m2","Oberglatt ZH, Reckenwinkel 4","Appartement 2.5 pièces"
"1699267899-8594","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-8?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'180.-/mois (+ 180.- Charges)","","Chavannes-près-Renens, Avenue Tir-Fédéral 10","Appartement 2.5 pièces"
"1699267899-8595","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-8?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'350.-/mois (+ 200.- Charges)","77 m2","La Chaux-de-Fonds, Rue des Bassets 8","Appartement 3.5 pièces"
"1699267899-8596","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-8?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","Loyer sur demande","68 m2","Fribourg, Route de la Glâne 17C","Appartement 2.5 pièces"
"1699267899-8597","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-8?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","Loyer sur demande","71 m2","Fribourg, Chemin de Monséjour 8a","Appartement 2.5 pièces"
"1699267899-8598","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-8?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 2'550.-/mois","100 m2","Morges, Grand-Rue 31","Appartement 3 pièces"
"1699267899-8599","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-8?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'460.-/mois","62 m2","1723 Marly, Contactez l'agence pour l'adresse","Appartement 2.5 pièces"
"1699267899-8600","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-8?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'400.-/mois","61 m2","Chavornay, Rue de la Cité 16-18","Appartement 2.5 pièces"
"1699267899-8601","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-8?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'450.-/mois (+ 340.- Charges)","100 m2","La Chaux-de-Fonds, Rue Jacob-Brandt 107","Appartement 4.5 pièces"
"1699267899-8602","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-8?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","Loyer sur demande","110 m2","Fribourg, Route de la Glâne 15","Appartement 4.5 pièces"
