ville,canton,prix,metres_carres,type,nbr_pieces
Bourg-en-Lavaux,VD,15000,320,Appartement ,5.5
Zürich,ZH,3150,35,Appartement meublé ,2.0
Lucens,VD,1790,96,Appartement ,4.5
Prangins,VD,2470,89,Appartement ,4.5
La Chaux-de-Fonds,NE,1450,100,Appartement ,4.5
St. Margrethen,SG,1190,65,Appartement ,3.5
Münchenstein,BL,1510,80,Appartement ,3.5
Porrentruy,JU,1550,140,Maison contiguë ,5.5
Wolfhalden,AR,1000,84,Dernier étage ,3.5
Payerne,VD,1200,64,Appartement ,3.5
Savigny,VD,650,25,Appartement ,1.0
Bex,VD,1900,84,Appartement ,4.5
Meyrin,GE,2640,90,Appartement ,5.0
Twann-Tüscherz,BE,1188,69,Appartement ,3.5
Safenwil,AG,1400,100,Appartement ,4.5
Villaz,FR,1290,73,Appartement ,2.5
Vernier,GE,2155,69,Appartement ,2.0
Porrentruy,JU,839,66,Appartement ,3.0
Liestal,BL,1550,98,Appartement ,4.5
Saint-Sulpice,VD,1700,64,Appartement ,3.0
Les Montets,FR,1540,68,Appartement ,3.5
Develier,JU,1085,62,Appartement ,2.5
Montreux,VD,1650,73,Appartement ,4.0
Niederglatt,ZH,2950,170,Duplex ,5.5
Morges,VD,3700,83,Appartement meublé ,3.5
Troistorrents,VS,2170,130,Appartement ,5.5
Villars-sur-Glâne,FR,1190,58,Appartement ,3.0
Vernier,GE,2900,36,Appartement meublé ,3.0
Tafers,FR,1630,103,Appartement ,4.5
Uznach,SG,3195,180,Attique ,6.0
Muttenz,BL,1850,76,Appartement ,3.5
La Grande Béroche,NE,1680,85,Appartement ,3.5
Urtenen-Schönbühl,BE,1700,110,Appartement ,4.5
Vernier,GE,5350,130,Appartement ,5.5
Ostermundigen,BE,1375,72,Appartement ,3.5
Leukerbad,VS,650,27,Chambre ,1.0
Wölflinswil,AG,1550,75,Appartement ,2.5
Waldkirch,SG,1600,107,Appartement ,4.5
Thalwil,ZH,1940,91,Appartement ,3.5
Saint-Sulpice,VD,2520,122,Appartement ,3.5
Roggwil,TG,2390,250,Attique ,6.5
Thürnen,BL,1200,73,Appartement ,3.0
Uttwil,TG,1730,120,Appartement ,4.5
Bernex,GE,2450,86,Appartement ,5.0
Marsens,FR,1650,103,Appartement ,4.5
Cheyres-Châbles,FR,1200,103,Appartement ,2.5
Pully,VD,3400,147,Appartement ,7.0
Saint-Sulpice,VD,4100,120,Villa ,4.0
Savosa,TI,1250,88,Appartement ,3.5
Lucens,VD,1410,74,Appartement ,2.5
Val-de-Charmey,FR,2500,200,Appartement ,5.5
Zürich,ZH,2350,54,Appartement ,2.0
Montreux,VD,1660,81,Appartement ,3.5
Uzwil,SG,1420,117,Appartement ,4.5
Vernier,GE,4500,166,Appartement ,5.5
Chavannes-près-Renens,VD,1550,48,Appartement ,2.0
Münchenstein,BL,2400,80,Appartement ,3.5
Payerne,VD,1100,70,Appartement ,3.0
La Chaux-de-Fonds,NE,640,60,Appartement ,2.0
Val-de-Ruz,NE,1200,95,Dernier étage ,4.5
Val-de-Charmey,FR,1560,80,Appartement ,3.5
Versoix,GE,7500,260,Maison ,7.0
Biasca,TI,950,89,Appartement ,4.5
Frauenkappelen,BE,3180,134,Appartement ,3.5
Neuchâtel,NE,1450,115,Appartement ,5.5
Saint-Sulpice,VD,1500,38,Appartement ,2.0
Kloten,ZH,3100,35,Appartement meublé ,3.0
Le Grand-Saconnex,GE,1965,57,Appartement ,3.0
Vernier,GE,2511,30,Appartement meublé,
Twann-Tüscherz,BE,1600,66,Appartement ,2.5
Arbedo-Castione,TI,1100,80,Appartement ,4.0
Thörigen,BE,1140,81,Dernier étage ,3.5
Mellingen,AG,1220,83,Appartement ,4.5
Steffisburg,BE,1700,92,Attique ,4.5
Münchenstein,BL,1320,70,Appartement ,3.0
La Chaux-de-Fonds,NE,650,78,Appartement ,3.0
Ilanz/Glion,GR,2220,128,Appartement ,4.5
Yvorne,VD,1600,85,Appartement ,3.5
Wängi,TG,1842,140,Duplex ,4.5
Chêne-Bougeries,GE,7100,206,Duplex ,7.0
Isérables,VS,750,24,Appartement ,1.5
Wohlen,AG,1450,93,Appartement ,4.0
La Roche,FR,790,45,Appartement ,2.5
Payerne,VD,1280,76,Appartement ,3.5
Saint-Sulpice,VD,2650,60,Appartement meublé ,2.5
Clos du Doubs,JU,1500,200,Appartement,
Saint-Sulpice,VD,1740,64,Appartement meublé ,2.5
Châtillon,JU,1200,78,Appartement ,3.0
Basse-Allaine,JU,2000,213,Maison ,6.5
Plaffeien,FR,1170,68,Appartement ,3.5
Vechigen,BE,800,40,Appartement ,1.0
Mühleberg,BE,1100,62,Appartement ,2.5
Frauenkappelen,BE,1400,64,Appartement ,3.0
Münchenstein,BL,1260,66,Appartement ,2.5
Saint-Sulpice,VD,860,24,Appartement ,1.0
Remaufens,FR,1470,73,Appartement ,3.5
Stäfa,ZH,1772,94,Appartement ,4.5
Chevroux,VD,1520,81,Appartement ,3.5
Genève,GE,3500,90,Appartement ,5.0
La Chaux-de-Fonds,NE,820,70,Appartement ,3.0
Le Locle,NE,640,49,Appartement ,2.5
Spiez,BE,1400,78,Appartement ,3.5
Ufhusen,LU,1300,85,Appartement ,3.5
Sainte-Croix,VD,990,65,Appartement ,3.5
Zürich,ZH,2352,20,Appartement meublé ,1.0
Twann-Tüscherz,BE,1181,60,Appartement ,3.0
Frauenkappelen,BE,3480,140,Appartement ,3.5
Villars-sur-Glâne,FR,1430,65,Appartement ,2.5
Saint-Gingolph,VS,1450,58,Appartement ,2.5
La Chaux-de-Fonds,NE,1020,83,Appartement ,3.5
Saint-Sulpice,VD,1740,51,Appartement ,2.5
La Chaux-de-Fonds,NE,950,60,Appartement ,3.0
Goldach,SG,1530,90,Appartement ,3.5
Le Locle,NE,900,80,Appartement ,3.5
Tafers,FR,1360,65,Appartement ,3.5
Wil,ZH,1640,83,Attique ,2.5
Matran,FR,2200,111,Appartement ,4.5
Liestal,BL,1690,92,Appartement ,4.0
Twann-Tüscherz,BE,1020,65,Appartement ,3.0
Vernayaz,VS,1400,51,Appartement ,3.5
Baden,AG,2093,61,Appartement ,2.5
Knutwil,LU,2429,119,Appartement ,4.5
Steffisburg,BE,1600,80,Appartement ,4.5
Jegenstorf,BE,1460,99,Appartement ,5.0
Montreux,VD,940,44,Appartement ,2.5
Bellevue,GE,12500,300,Maison ,9.0
Bussigny,VD,1680,66,Appartement ,3.5
Crans-Montana,VS,4800,125,Appartement ,4.5
Val Mara,TI,3950,145,Appartement ,3.5
Collex-Bossy,GE,5200,150,Maison contiguë ,6.0
Pieterlen,BE,1250,67,Attique ,2.5
Gruyères,FR,1590,94,Appartement ,3.5
Corseaux,VD,1260,59,Appartement ,2.5
Schönenwerd,SO,1280,77,Appartement ,3.5
Vernier,GE,1620,24,Appartement meublé ,1.5
Lenzburg,AG,2660,133,Appartement ,5.5
Avenches,VD,1250,75,Appartement ,3.5
Münchenstein,BL,1040,50,Appartement ,2.5
Vernier,GE,3260,118,Appartement ,5.0
Horgen,ZH,1290,59,Appartement ,3.0
Cologny,GE,9900,178,Appartement ,5.0
Münchenstein,BL,2550,119,Appartement ,5.0
Büsserach,SO,1520,64,Appartement ,2.5
Zürich,ZH,8000,205,Duplex ,6.5
Pully,VD,4500,165,Appartement ,5.5
Steinen,SZ,1800,90,Appartement ,4.5
Courroux,JU,1100,87,Appartement ,4.5
Pregny-Chambésy,GE,14700,300,Maison ,9.0
Roggwil,TG,1480,85,Appartement ,3.5
Daillens,VD,2500,180,Maison,
Köniz,BE,1710,89,Appartement ,3.0
Saint-Sulpice,VD,2990,116,Appartement ,5.5
La Chaux-de-Fonds,NE,845,47,Appartement ,2.5
Tafers,FR,1330,77,Appartement ,4.0
Gossau,SG,1120,78,Appartement ,4.0
Muttenz,BL,1610,91,Appartement ,4.5
Leytron,VS,1000,53,Appartement ,2.5
Yverdon-les-Bains,VD,1995,90,Appartement ,2.5
Bourg-en-Lavaux,VD,15000,400,Villa ,9.5
La Chaux-de-Fonds,NE,1240,74,Appartement ,3.5
Gland,VD,2550,111,Appartement ,5.5
Le Grand-Saconnex,GE,4212,120,Appartement ,5.5
Tafers,FR,1590,82,Appartement ,3.5
Sant'Antonino,TI,1140,82,Appartement ,3.5
Tafers,FR,2050,110,Appartement ,3.5
Vernier,GE,2800,106,Appartement ,6.0
Mörigen,BE,1400,75,Appartement ,3.0
Schwende-Rüte,AI,2500,138,Maison ,3.5
Waldkirch,SG,1620,110,Dernier étage ,4.5
Frauenkappelen,BE,1750,50,Appartement ,2.0
Massongex,VS,1000,56,Appartement ,2.5
Altstätten,SG,1070,80,Appartement ,4.5
Val-de-Ruz,NE,760,73,Appartement ,3.5
Hergiswil,NW,1770,59,Appartement ,2.5
Courtepin,FR,1465,77,Appartement ,3.5
Develier,JU,900,71,Appartement ,3.5
Chavannes-près-Renens,VD,3575,154,Duplex ,6.5
Blonay - Saint-Légier,VD,2375,100,Appartement ,3.5
Veytaux,VD,3000,140,Appartement ,4.5
Renens,VD,1840,104,Appartement ,3.0
Bourg-en-Lavaux,VD,3750,68,Appartement terrasse ,3.5
Paradiso,TI,1200,30,Appartement meublé,
Payerne,VD,1160,57,Appartement ,2.5
Zürich,ZH,2650,18,Appartement meublé,
Saint-Sulpice,VD,2050,82,Appartement ,2.5
Chavannes-près-Renens,VD,2795,124,Appartement ,5.5
Berneck,SG,1787,100,Appartement ,3.5
Schönenwerd,SO,1225,65,Appartement ,3.0
Vernier,GE,13000,287,Appartement ,10.0
Crans-Montana,VS,3200,102,Appartement ,4.5
Vernier,GE,4060,100,Appartement ,5.0
Marly,FR,1420,62,Appartement ,2.5
Liestal,BL,1520,94,Appartement ,4.5
Vernier,GE,2020,50,Appartement ,3.0
Köniz,BE,1097,80,Appartement ,3.5
Flumenthal,SO,1190,60,Appartement ,3.0
Naters,VS,1500,125,Appartement ,4.5
Winterthur,ZH,2187,107,Appartement ,4.5
Sion,VS,1970,106,Appartement ,4.5
Montanaire,VD,1350,75,Mansarde ,3.5
Nesslau,SG,4900,312,Villa ,10.0
Twann-Tüscherz,BE,670,26,Appartement ,1.5
Kirchberg,SG,1135,77,Appartement ,3.0
Arzier-Le Muids,VD,5500,220,Maison ,6.5
Gossau,SG,1000,77,Appartement ,4.5
Avenches,VD,1190,78,Appartement ,3.5
Münchenstein,BL,1680,78,Appartement ,3.0
Saint-Sulpice,VD,1450,76,Appartement ,3.5
Le Grand-Saconnex,GE,6000,125,Appartement ,4.5
Anières,GE,8000,230,Maison ,8.0
Chêne-Bourg,GE,4750,127,Maison ,6.0
Villaz,FR,1255,69,Appartement ,3.5
Avry,FR,1500,81,Attique ,3.5
Neckertal,SG,850,60,Appartement ,3.0
Wölflinswil,AG,1600,110,Duplex ,5.5
Chavannes-près-Renens,VD,2080,100,Appartement ,3.5
Chavannes-près-Renens,VD,2350,104,Appartement ,4.5
Vernier,GE,18000,340,Appartement,
Schaffhausen,SH,1500,121,Attique ,5.5
Prangins,VD,3300,90,Appartement meublé ,3.5
La Chaux-de-Fonds,NE,820,62,Appartement ,2.5
Saint-Sulpice,VD,1831,44,Appartement ,2.0
La Chaux-de-Fonds,NE,750,70,Appartement ,3.0
Köniz,BE,1529,77,Appartement ,3.5
Bütschwil-Ganterschwil,SG,880,24,Appartement ,1.0
Payerne,VD,990,58,Appartement ,3.0
Schaffhausen,SH,3050,126,Appartement ,4.5
Hettlingen,ZH,2700,111,Duplex ,5.5
Nürensdorf,ZH,3750,162,Ferme ,6.5
Collonge-Bellerive,GE,2300,60,Appartement ,3.5
Froideville,VD,1240,47,Appartement ,2.5
Tafers,FR,1580,84,Appartement ,3.5
Mümliswil-Ramiswil,SO,2000,100,Maison ,5.5
Vernier,GE,5445,179,Appartement ,6.5
Port-Valais,VS,2100,145,Appartement ,4.5
Villars-sur-Glâne,FR,1180,52,Appartement ,2.5
Lavigny,VD,2150,83,Appartement,
Münchenstein,BL,900,30,Appartement ,1.5
Oensingen,SO,1300,101,Appartement ,4.5
Neuchâtel,NE,1600,100,Appartement ,5.5
Vernier,GE,2200,91,Appartement ,5.0
Mont-Noble,VS,1280,40,Appartement ,3.5
Vevey,VD,2180,107,Appartement ,3.5
Aadorf,TG,1550,106,Appartement ,4.5
Villaz,FR,690,45,Dernier étage ,1.5
Genthod,GE,6500,142,Appartement ,6.5
Sion,VS,2100,113,Appartement ,4.5
L'Isle,VD,2300,155,Appartement ,5.5
Saint-Sulpice,VD,2000,56,Appartement ,2.5
Le Grand-Saconnex,GE,5600,188,Appartement ,5.0
Ollon,VD,580,23,Appartement ,1.0
Villaz,FR,2700,110,Maison ,5.5
Tafers,FR,1250,40,Appartement ,2.5
Reinach,BL,1500,86,Appartement ,3.5
Collonge-Bellerive,GE,7800,208,Maison ,7.0
Münchenstein,BL,935,40,Appartement ,1.0
Villars-sur-Glâne,FR,1460,84,Appartement ,3.5
Genève,GE,4000,124,Appartement ,5.0
La Chaux-de-Fonds,NE,950,77,Appartement ,3.0
Grossaffoltern,BE,1500,100,Dernier étage ,4.5
Sion,VS,2350,181,Appartement ,5.5
Termen,VS,1800,118,Appartement ,3.5
Le Locle,NE,774,74,Appartement ,3.5
Lausanne,VD,1485,48,Appartement ,2.0
Noble-Contrée,VS,1245,74,Appartement ,3.5
Frauenkappelen,BE,1707,57,Appartement ,3.0
Vernier,GE,9200,240,Maison contiguë ,7.0
La Brillaz,FR,1490,71,Appartement ,3.5
Noble-Contrée,VS,1450,110,Appartement ,4.5
La Tour-de-Peilz,VD,1750,75,Appartement ,3.5
Muttenz,BL,1350,84,Appartement ,3.5
Estavayer,FR,2200,112,Appartement ,4.5
Pully,VD,3750,97,Appartement ,3.5
Bellinzona,TI,1160,72,Appartement ,3.5
Pfeffingen,BL,1420,62,Appartement ,3.5
La Chaux-de-Fonds,NE,724,46,Appartement ,2.5
Le Locle,NE,510,75,Appartement ,3.0
La Chaux-de-Fonds,NE,800,77,Appartement ,3.0
Saint-Imier,BE,950,45,Appartement ,2.5
La Chaux-de-Fonds,NE,1590,100,Appartement ,4.5
Blonay - Saint-Légier,VD,1450,45,Appartement ,2.5
Romanel-sur-Lausanne,VD,2270,100,Dernier étage ,3.5
Noble-Contrée,VS,1415,94,Appartement ,4.5
Le Locle,NE,790,87,Appartement ,3.5
Massongex,VS,1200,100,Appartement ,3.5
Vernier,GE,1840,30,Appartement ,1.5
Montanaire,VD,1270,60,Appartement ,2.5
Vernier,GE,3600,86,Appartement meublé ,5.0
Chêne-Bougeries,GE,5500,174,Appartement ,8.5
Hüttwilen,TG,2750,100,Attique ,4.5
La Chaux-de-Fonds,NE,1645,170,Attique,
Zürich,ZH,1800,70,Appartement ,3.0
Châtel-Saint-Denis,FR,1100,60,Appartement ,2.5
Bougy-Villars,VD,3300,105,Appartement ,3.5
Neuchâtel,NE,810,20,Appartement ,1.5
Collonge-Bellerive,GE,3200,90,Appartement ,4.0
Vernayaz,VS,900,46,Appartement ,2.0
Châtonnaye,FR,1052,50,Appartement ,2.5
Horgen,ZH,3500,120,Appartement terrasse ,4.5
Villaz,FR,1020,66,Appartement ,3.5
Champagne,VD,1800,106,Appartement ,4.5
Rolle,VD,1600,72,Appartement ,2.5
Schöftland,AG,1230,65,Appartement ,2.5
Corseaux,VD,2290,78,Appartement ,3.5
Genthod,GE,6490,150,Maison jumelée ,6.5
Pully,VD,2150,79,Appartement ,3.0
Le Grand-Saconnex,GE,2684,83,Appartement ,5.0
Jongny,VD,850,20,Studio ,1.0
Saint-Sulpice,VD,1230,32,Appartement ,2.0
Vevey,VD,1490,31,Appartement meublé ,1.0
Saint-Sulpice,VD,2170,87,Appartement ,3.5
Milvignes,NE,1450,80,Appartement ,3.5
Spiez,BE,1390,78,Appartement ,3.5
Gland,VD,2300,84,Appartement ,3.0
Renens,VD,1520,64,Appartement ,3.0
Vernier,GE,4900,134,Appartement ,5.0
Winterthur,ZH,2280,116,Appartement ,5.5
Vernier,GE,3940,105,Appartement ,4.5
Lauperswil,BE,720,30,Appartement ,1.5
Arzier-Le Muids,VD,4200,174,Maison contiguë ,5.5
Leytron,VS,1150,59,Appartement ,2.5
Chêne-Bougeries,GE,5400,135,Appartement ,5.5
Saint-Sulpice,VD,2450,93,Appartement ,4.5
Saint-Sulpice,VD,2900,106,Appartement ,4.5
Saint-Sulpice,VD,2900,95,Appartement ,4.5
Vernier,GE,2570,77,Appartement ,3.0
Sion,VS,730,25,Appartement ,1.0
Twann-Tüscherz,BE,1335,65,Appartement ,3.0
Marly,FR,2500,260,Maison ,6.5
Moudon,VD,1033,70,Appartement ,3.0
Vernier,GE,7800,184,Duplex ,6.0
Payerne,VD,1100,82,Appartement ,3.0
Renens,VD,1600,76,Appartement ,3.0
Montreux,VD,1010,27,Studio ,1.5
Bussigny,VD,2530,131,Appartement ,4.0
Versoix,GE,5200,170,Maison contiguë ,7.0
La Chaux-de-Fonds,NE,1150,88,Appartement ,4.0
La Tour-de-Peilz,VD,1670,70,Appartement ,3.0
Plan-les-Ouates,GE,3300,106,Appartement ,7.0
Vernier,GE,6000,180,Maison ,8.5
Moudon,VD,990,55,Appartement ,2.0
Bretzwil,BL,1950,220,Duplex ,4.5
Liestal,BL,1470,99,Appartement ,4.5
Uster,ZH,1230,70,Appartement ,3.0
Urdorf,ZH,2100,62,Appartement ,2.5
Belfaux,FR,910,48,Appartement ,2.5
Yverdon-les-Bains,VD,1240,45,Appartement ,2.0
Frauenkappelen,BE,4000,188,Appartement ,5.5
Bex,VD,1900,108,Appartement ,4.5
Escholzmatt-Marbach,LU,2100,179,Appartement ,6.5
Hüttikon,ZH,2950,144,Maison jumelée ,4.5
Liestal,BL,2200,110,Duplex ,2.5
La Chaux-de-Fonds,NE,1027,100,Appartement ,4.0
Choulex,GE,4700,100,Maison contiguë ,5.0
Gland,VD,1826,88,Appartement ,3.5
Avenches,VD,1250,74,Appartement ,3.0
Boswil,AG,1555,97,Appartement ,4.5
Penthalaz,VD,1692,113,Appartement ,3.5
Blonay - Saint-Légier,VD,4950,180,Maison contiguë ,6.5
Saint-Sulpice,VD,2000,72,Appartement ,3.5
Saint-Sulpice,VD,1100,25,Appartement ,1.0
Vernier,GE,1800,26,Appartement meublé ,1.0
Neuchâtel,NE,770,34,Appartement ,1.5
Gossau,SG,1390,68,Appartement ,2.5
Hauptwil-Gottshaus,TG,1350,90,Appartement ,4.5
Sachseln,OW,2200,120,Appartement ,4.5
Pieterlen,BE,1370,77,Attique ,3.5
Onex,GE,3000,125,Appartement ,6.0
Tafers,FR,1300,97,Appartement ,3.5
La Tour-de-Peilz,VD,1550,46,Appartement ,2.5
Châtel-Saint-Denis,FR,1390,60,Appartement meublé ,3.5
Valbroye,VD,1300,60,Appartement ,3.0
La Chaux-de-Fonds,NE,1190,88,Appartement ,4.0
Vernier,GE,4280,124,Appartement ,4.0
Renens,VD,1095,43,Appartement ,2.0
Vernier,GE,1440,38,Appartement ,2.0
Montilliez,VD,1850,90,Appartement ,3.5
Avenches,VD,1920,102,Appartement ,4.5
Escholzmatt-Marbach,LU,1300,75,Appartement ,3.5
Yverdon-les-Bains,VD,1650,76,Appartement ,3.5
Neyruz,FR,1010,49,Appartement ,2.5
Saint-Sulpice,VD,1500,37,Studio ,1.0
Saint-Cergue,VD,1600,70,Appartement meublé ,2.5
Renens,VD,1390,63,Appartement ,3.0
Oberbuchsiten,SO,1185,95,Appartement ,4.5
Val Mara,TI,1000,50,Appartement ,2.0
Forel (Lavaux),VD,2900,140,Appartement ,5.5
Lens,VS,1200,35,Attique ,2.5
Vernier,GE,6251,140,Appartement ,5.0
Vernier,GE,3200,71,Appartement ,3.0
Val-de-Travers,NE,1000,90,Appartement ,4.0
Pratteln,BL,1890,80,Appartement meublé ,2.5
Troistorrents,VS,2100,160,Appartement ,4.5
Saint-Sulpice,VD,1250,53,Appartement ,2.5
Sevelen,SG,1460,108,Appartement ,4.5
Lausanne,VD,2920,114,Appartement ,4.0
Münchenstein,BL,1755,105,Appartement ,4.0
Vernier,GE,1230,13,Chambre ,1.0
Vully-les-Lacs,VD,1584,98,Appartement,
Villars-sur-Glâne,FR,1495,86,Appartement ,3.5
Tolochenaz,VD,6900,300,Duplex ,7.5
Saxon,VS,1250,53,Appartement ,2.5
Vernier,GE,4185,100,Appartement meublé ,4.5
Suhr,AG,650,18,Appartement ,1.0
Liestal,BL,2250,130,Appartement ,5.5
Ollon,VD,1380,85,Appartement ,4.5
Semsales,FR,1300,70,Appartement ,3.0
Bellinzona,TI,950,40,Appartement ,1.5
Villaz,FR,1300,65,Appartement ,3.0
Liestal,BL,1300,75,Appartement ,3.5
Vernayaz,VS,1414,77,Appartement ,3.5
Wallisellen,ZH,3120,70,Appartement meublé ,2.5
Winznau,SO,690,52,Appartement meublé ,1.5
Plaffeien,FR,1050,78,Appartement ,3.5
Develier,JU,1540,108,Appartement ,4.5
Saint-Maurice,VS,1370,111,Appartement ,4.0
Develier,JU,1750,100,Appartement ,4.5
Develier,JU,1450,108,Appartement ,4.5
Chêne-Bourg,GE,5250,220,Maison ,7.5
Sion,VS,1580,93,Appartement ,4.5
Vernier,GE,8500,216,Appartement ,8.0
Vernier,GE,4900,150,Appartement ,5.0
Zürich,ZH,3900,79,Attique ,2.5
Vernier,GE,2138,40,Appartement ,1.5
Wattwil,SG,1285,93,Appartement ,4.0
Zürich,ZH,4970,105,Appartement ,3.5
Maisprach,BL,2100,110,Appartement ,4.5
Bäretswil,ZH,1512,75,Appartement meublé ,3.5
Maisprach,BL,1750,80,Appartement ,3.5
Gossau,SG,1130,75,Appartement ,3.5
Rheinfelden,AG,2200,90,Appartement ,3.5
Escholzmatt-Marbach,LU,1750,170,Ferme ,7.0
Lugano,TI,1650,80,Appartement meublé ,2.5
Gossau,SG,1390,60,Appartement ,2.5
Allschwil,BL,1220,52,Appartement ,2.5
Twann-Tüscherz,BE,1550,95,Appartement ,4.5
Ardon,VS,1500,112,Appartement ,4.5
Grenchen,SO,900,90,Appartement ,4.5
Zürich,ZH,5250,113,Appartement ,3.5
Saint-Sulpice,VD,1200,47,Appartement ,1.0
Sion,VS,1313,69,Appartement ,3.5
Zürich,ZH,1820,91,Appartement ,3.5
Anières,GE,5000,330,Maison ,9.0
Saint-Sulpice,VD,6151,188,Attique ,4.5
Payerne,VD,1280,63,Appartement ,2.5
La Chaux-de-Fonds,NE,910,71,Appartement ,3.5
Vernier,GE,2950,61,Appartement ,4.0
Saint-Sulpice,VD,1750,1,Appartement ,2.5
Tafers,FR,1790,90,Appartement ,4.5
Sonvilier,BE,1200,110,Attique ,4.5
Prangins,VD,4700,132,Appartement ,4.0
Therwil,BL,1740,64,Appartement ,2.5
Matran,FR,1575,80,Appartement ,3.5
Lucens,VD,1790,130,Appartement ,5.5
Prangins,VD,3128,90,Appartement ,4.5
Ollon,VD,1400,86,Appartement ,3.5
Villeneuve,VD,1800,115,Appartement ,3.5
Therwil,BL,1720,85,Appartement ,4.0
Renens,VD,1150,20,Chambre ,1.0
Gossau,SG,590,23,Chambre,
Lausanne,VD,3410,142,Appartement ,5.5
Lausanne,VD,1345,49,Appartement ,2.5
Neuchâtel,NE,1115,53,Appartement ,2.0
Wangen,SZ,3550,170,Appartement ,7.5
Lavigny,VD,3365,102,Appartement ,4.5
Leytron,VS,1090,62,Appartement ,2.5
La Tène,NE,800,21,Studio ,1.5
Massongex,VS,1450,105,Dernier étage ,4.5
Schlatt-Haslen,AI,1850,101,Appartement ,3.5
Füllinsdorf,BL,1550,88,Dernier étage ,3.5
La Chaux-de-Fonds,NE,450,25,Appartement ,1.0
Wittnau,AG,2260,119,Dernier étage ,4.5
Renens,VD,1340,59,Appartement ,2.5
Saint-Sulpice,VD,850,18,Appartement ,1.0
Muralto,TI,980,49,Appartement ,2.5
La Chaux-de-Fonds,NE,800,63,Appartement ,3.0
Blonay - Saint-Légier,VD,3500,180,Maison ,7.5
Vionnaz,VS,1000,85,Appartement ,3.5
Neuchâtel,NE,1650,121,Appartement ,4.5
Rheinfelden,AG,1212,66,Appartement ,2.5
Schaffhausen,SH,3600,125,Appartement ,4.5
Toffen,BE,1590,96,Appartement ,4.0
Ardon,VS,1230,52,Appartement ,2.5
Ursy,FR,2130,135,Appartement ,4.5
Tafers,FR,1200,60,Appartement ,3.5
Schwerzenbach,ZH,5580,143,Appartement ,4.5
Winkel,ZH,2300,80,Appartement ,3.5
Thônex,GE,1590,47,Appartement ,3.0
Villars-sur-Glâne,FR,1730,83,Attique ,3.5
Vétroz,VS,2000,100,Chalet ,3.5
Bussigny,VD,1550,74,Appartement ,3.0
Ursy,FR,1510,92,Appartement ,3.5
Meggen,LU,1910,57,Appartement ,2.5
Vernier,GE,2600,75,Appartement ,4.0
Vernier,GE,2300,45,Appartement ,2.0
Saint-Sulpice,VD,2447,94,Appartement ,3.0
Cottens,FR,1650,142,Appartement ,5.5
Saint-Sulpice,VD,2150,85,Appartement ,3.5
Pregny-Chambésy,GE,3550,117,Appartement ,4.5
Meyrin,GE,2280,66,Appartement ,3.0
Reconvilier,BE,845,75,Dernier étage ,2.5
Oensingen,SO,1050,40,Chambre ,1.5
Renens,VD,1160,48,Appartement ,2.0
Gossau,SG,1100,65,Appartement ,2.5
Zumikon,ZH,2450,101,Appartement ,3.5
Saint-Sulpice,VD,1680,60,Appartement ,3.0
Tafers,FR,1160,61,Appartement ,2.0
Vernier,GE,1900,26,Appartement meublé ,1.0
Vernier,GE,2990,66,Appartement ,3.0
Reiden,LU,1950,104,Appartement ,4.5
Tafers,FR,1270,67,Appartement ,2.5
La Chaux-de-Fonds,NE,950,67,Appartement ,4.0
Meyrin,GE,1850,56,Appartement ,3.5
Yverdon-les-Bains,VD,1800,110,Appartement ,4.5
Tafers,FR,260,17,Chambre ,1.0
Lengnau,BE,850,80,Dernier étage ,2.5
Rorschach,SG,720,39,Appartement ,1.0
Saint-Cergue,VD,2300,80,Appartement meublé ,3.5
Noble-Contrée,VS,990,40,Appartement ,1.5
Montanaire,VD,1650,90,Appartement ,3.0
Eschenbach,SG,1060,58,Dernier étage ,1.5
Coppet,VD,1675,60,Appartement ,2.0
Val-de-Ruz,NE,1500,119,Appartement ,5.5
Vernayaz,VS,915,46,Appartement ,2.0
Lutry,VD,1880,97,Appartement ,3.5
Zürich,ZH,3260,105,Appartement ,4.5
Huttwil,BE,1350,71,Appartement ,3.5
Val-de-Travers,NE,800,78,Appartement ,3.5
Le Locle,NE,1280,70,Duplex ,3.5
Vevey,VD,1950,71,Appartement ,3.5
Evilard,BE,2000,116,Appartement ,4.5
Suhr,AG,1100,67,Appartement ,3.5
Langenthal,BE,1600,104,Appartement ,4.5
Gossau,SG,1330,91,Appartement ,4.5
Münchenstein,BL,1450,83,Appartement ,3.5
Attalens,FR,1345,60,Appartement ,2.5
Gossau,SG,1140,80,Dernier étage ,3.0
Escholzmatt-Marbach,LU,1680,107,Appartement ,4.5
Ermatingen,TG,1650,80,Maison jumelée ,4.5
Wünnewil-Flamatt,FR,1470,74,Appartement ,3.5
Meyrin,GE,2200,95,Appartement ,6.0
Penthalaz,VD,2500,260,Appartement ,5.5
Pregny-Chambésy,GE,7300,220,Maison ,7.0
Tafers,FR,1470,82,Appartement ,2.5
Pregny-Chambésy,GE,3470,117,Appartement ,4.5
Plan-les-Ouates,GE,4000,120,Maison ,5.0
La Chaux-de-Fonds,NE,1100,60,Appartement ,3.5
Ostermundigen,BE,2400,100,Dernier étage ,3.5
Uttwil,TG,2700,180,Maison ,6.5
Pully,VD,2940,100,Appartement meublé ,4.5
Bütschwil-Ganterschwil,SG,2160,118,Appartement ,4.5
Heimiswil,BE,1800,210,Duplex ,5.5
Zwingen,BL,1290,65,Dernier étage ,3.5
